symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
CLDN17	2038	21	none	0	0	0	0	0	0	0	0	0	0	0	0	0.059688836478976	0.18068211482083	0.001586559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN18	2039	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.064110312247001	0.214754964283636	0.017864435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN19	2040	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.059458293268562	0.178961444497016	0.032429276	0.247695	0.149838320675269	0.262880455413422	0.211515995391786	NA	0.262880455413422	0.247695	0.117176673725318	0.206967365394573	0.165095140580742	NA	0.206967365394573	NA	NA	0
CLDN2	2041	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.033696069762396	0.0360121917972	0.189523274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN20	2042	6	none	0	0	0	0	0	1	0	0	0	0	0	0	0.039913154008972	0.060257315246297	NA	0.114268939788255	0.084746048030025	0.238630134168539	0.207199579917327	NA	0.238630134168539	0.114268939788255	0.066273166802539	0.190858449278422	0.164866063773389	NA	0.190858449278422	NA	NA	0
CLDN22	2044	4	none	0	0	0	0	0	0	0	0	1	0	0	0	0.001354539818203	0.124237487163901	0.000464235	0.4430157	0.087519546929239	0.062417188929958	1	NA	0.062417188929958	0.4430157	0.068442100451329	0.047705915734343	1	NA	0.047705915734343	NA	NA	0
CLDN23	17591	8	none	0	0	0	0	0	1	0	0	0	0	0	0	0.064016104295564	0.214009266133039	NA	0.2090747	0.194176164114416	0.354691589005358	0.299460333787889	NA	0.354691589005358	0.2090747	0.151849786657574	0.27342302198875	0.226639389026528	NA	0.27342302198875	NA	NA	0
CLDN24	37200	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.050841223600285	0.119437254426945	0.007908437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN25	37218	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.049452355194482	0.110822545768915	0.002389365	0.2115171	0.080849439939167	0.128541186656939	0.09027720914762	NA	0.128541186656939	0.2115171	0.063225938477767	0.097577949777074	0.067606610099215	NA	0.097577949777074	NA	NA	0
CLDN3	2045	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.046546414499203	0.093785356627261	0.216792934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN4	2046	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.042045178025716	0.070190194858445	0.010435353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN5	2047	22	none	0	0	0	0	0	3	0	0	0	0	0	0	0.067361064162639	0.240941397072177	NA	2.168952	0.477639424406462	0.008615478684165	0.00659507962071	0.020975979024021	0.001367585503001	2.168952	0.373523933929556	0.003845689922773	0.002961247450862	0.021078978921021	0.000666747724188	NA	NA	0
CLDN6	2048	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.044522305064245	0.082743028704847	0.010464165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN7	2049	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052915225312781	0.132841126359764	0.033253603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN8	2050	21	none	0	1	0	0	0	1	0	0	0	0	0	0	0.000976788773148	0.07934640406092	0.21262431	1.08878569266726	0.140053054830084	0.008813309213199	0.210333887117766	NA	0.008813309213199	1.08878569266726	0.109524392932999	0.005308744445452	0.165725078470347	NA	0.005308744445452	NA	NA	0
CLDN9	2051	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.04333316380877	0.076583041607831	0.023330785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDND1	1322	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.080074820118832	0.349127193247263	0.096381412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDND2	28511	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.040950224589794	0.064987010430136	0.005273419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC10A	16916	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.089248170445205	0.428927227421714	NA	0.09808399670007	0.14697686174904	1	0.470944087915028	NA	1	0.09808399670007	0.114938953511517	1	0.392179775494266	NA	1	NA	NA	0
CLEC11A	10576	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.082759062606012	0.372523324344678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC12A	31713	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.070835150545793	0.269770110752839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC12B	31966	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.078665023104284	0.336866600882225	0.001381553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC14A	19832	14	none	0	0	0	0	0	0	0	0	0	0	0	1	0.103493676693386	0.352730852466087	0.009994738	0.001	0.263181114595289	1	1	NA	1	0.001	0.205813088778748	1	1	NA	1	NA	NA	0
CLEC16A	29013	16	none	0	0	0	0	0	4	0	1	0	0	0	1	0.033893893234542	0.941037991324285	0.028336769	1.16161064846704	0.724770793827754	0.171263751412853	0.26464012640875	0.97978502021498	0.171263751412853	1.16061064846704	0.566785789184385	0.092329872614939	0.157644007500685	0.97958002041998	0.092329872614939	NA	NA	0
CLEC17A	34520	19	none	0	1	0	0	0	1	0	0	0	0	0	0	0.007990333541691	0.509359880135977	NA	1.02508604955254	0.148616643347692	0.007165310480701	0.040025344562056	NA	0.007165310480701	1.02508604955254	0.116221296723187	0.004192098479976	0.029049869526732	NA	0.004192098479976	NA	NA	0
CLEC18A	30388	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.124112111025543	0.512289286282175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC18B	33849	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.12854647971425	0.545154997603895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC18C	28538	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.12396714835831	0.511200953752742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC19A	34522	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.038990226139193	0.05621183191948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC1A	24355	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073823189511715	0.295104892379643	0.00443848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC1B	24356	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.063026829489342	0.206227528576126	0.010659842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC2A	24191	12	none	0	0	0	0	0	0	0	0	0	0	0	1	0.048633052573656	0.105881564116778	NA	0.001	0.065623968150917	1	1	NA	1	0.001	0.051319303833134	1	1	NA	1	NA	NA	0
CLEC2B	2053	12	none	0	0	0	0	0	2	0	0	0	0	0	1	0.055854255458265	0.152876972736359	0.010580525	0.197167993400139	0.064293420706827	0.085236011607317	0.028014138945197	0.974218025781974	0.085236011607317	0.197167993400139	0.050278788142424	0.065319663806459	0.017977847479052	0.974362025637974	0.065319663806459	NA	NA	0
CLEC2D	14351	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.059405457173953	0.178567939161504	0.092677307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC2L	21969	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.065590093535648	0.22656911676806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC3A	2052	16	none	0	0	0	0	0	1	0	0	0	0	0	0	0.061099243690912	0.191335282495445	0.006016478	0.2978966	0.109091024806628	0.134894663767797	0.074804707896479	NA	0.134894663767797	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC3B	11891	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.047587273704193	0.09973049621187	0.009006256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4A	13257	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.074535027707066	0.301198353911601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4C	13258	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.085878512562847	0.399706069024328	0.003351637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4D	14554	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.064185763084009	0.215352761906961	0.003813445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4E	14555	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.060001019922447	0.183021526779926	0.003478424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4F	25357	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.138714142478645	0.616755952509945	0.003916893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4G	24591	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.083111785794076	0.375599348224967	0.00941107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC4M	13523	19	none	0	0	0	0	0	1	0	0	0	0	0	1	0.104510828163693	0.360653834470645	NA	0.09908399670007	0.132026533851685	1	0.512090712523825	NA	1	0.09808399670007	0.103247487094782	1	0.429473748545898	NA	1	NA	NA	0
CLEC5A	2054	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.050341630832703	0.116304315501808	0.001060765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC6A	14556	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.061717973565906	0.196074996202702	0.004206666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLEC7A	14558	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.066007651812025	0.229935806328463	0.007023507	0.135276202462838	0.093336314338127	0.210833076068492	0.130352596545249	NA	0.210833076068492	0.135276202462838	0.072990933178068	0.162022583624188	0.095905323265441	NA	0.162022583624188	NA	NA	0
CLEC9A	26705	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.069028384412104	0.254680970655521	0.00141715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLECL1	24462	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035997645459877	0.044163367447847	0.001077072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLGN	2060	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.159717022995328	0.743434931936432	0.008884329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLHC1	26453	2	none	0	1	0	0	0	1	0	0	0	0	0	2	0.013045020661608	0.729453707871973	NA	0.930251378390574	0.22163848477437	0.025319728266256	0.148058080595469	NA	0.025319728266256	0.929251378390574	0.173325890855815	0.01457927562539	0.102836362979683	NA	0.01457927562539	NA	NA	0
CLIC1	2062	6	none	0	0	0	0	0	0	0	0	0	0	0	1	0.057937386900629	0.167762608897715	0.012516013	0.001	0.117845647952909	1	1	NA	1	0.001	0.092157740275622	1	1	NA	1	NA	NA	0
CLIC2	2063	X	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.042162554520657	0.070760646099088	0.061334845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLIC3	2064	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.061458309145244	0.194081079235812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLIC4	13518	1	none	0	0	0	0	0	0	0	1	0	0	0	0	0.001650507347193	0.160293516559982	0.013980586	0.400376939394758	0.119634473885476	0.090295951084083	1	NA	0.090295951084083	0.400376939394758	0.093556639246907	0.063881117844509	1	NA	0.063881117844509	NA	NA	0
CLIC5	13517	6	none	0	0	0	0	0	1	0	0	0	0	0	0	0.092739089214018	0.458897558844682	0.009763226	0.3059482	0.215619329374358	0.300126251405846	0.225188606807435	NA	0.300126251405846	0.3059482	0.168618786523421	0.230599895411759	0.168628630221073	NA	0.230599895411759	NA	NA	0
CLIC6	2065	21	none	0	0	0	0	0	2	0	0	0	0	0	0	0.135463391835437	0.59450005631977	0.012169238	0.203457750838454	0.40725460515761	1	1	0.8004661995338	0.978618734658587	0.203457750838454	0.318481545819691	1	1	0.7999482000518	0.978503280549911	NA	NA	0
CLINT1	23186	5	none	0	0	0	0	0	0	0	0	0	0	0	1	0.175447880877042	0.817363945154442	0.054712648	0.001	0.340855131036533	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CLIP1	10461	12	none	0	0	0	0	0	4	0	0	0	0	0	2	0.320695590795655	0.993772681388735	0.007667628	0.767991493400139	0.709811231519805	0.395636662760264	0.194128508835103	0.026493973506027	0.032248462012426	0.66890749670007	0.55508710126708	0.336969233481243	0.164861807091795	0.026571973428027	0.028170315466074	NA	NA	0
CLIP2	2586	7	none	0	0	0	0	0	4	0	0	0	0	0	0	0.250149252308051	0.943171856962468	0.231315231	1.32096628712928	1.24924587899464	0.416322176006645	0.253743630914476	0.287083712916287	0.263658489121053	1.32096628712928	0.976936180984655	0.280296141900453	0.149281762842351	0.286378713621286	0.177518033240968	NA	NA	0
CLIP3	24314	19	none	0	0	0	0	0	2	0	0	0	0	0	1	0.143759188836556	0.649978907771716	0.280292431	0.80784913435789	1.10293949602602	1	1	0.463436536563464	0.819859007873674	0.80784913435789	0.862521555782087	1	0.403123519753956	0.463513536486464	0.500286750344342	NA	NA	0
CLIP4	26108	2	none	0	0	0	0	0	1	0	0	1	0	0	0	0.015138969389965	0.788698006876763	0.013695459	0.58039369670007	0.32215905504133	0.193176935939651	1	NA	0.193176935939651	0.58039369670007	0.251935061138636	0.133658498576703	1	NA	0.133658498576703	NA	NA	0
CLK1	2068	2	none	0	0	0	0	0	2	0	0	0	0	0	0	0.154086134413092	0.712556706942485	0.025752826	0.451237712328848	0.267533644384142	0.211256839991841	0.090220783707088	0.830683169316831	0.211256839991841	0.451237712328848	0.209216857325069	0.150018423512627	0.055784929161251	0.831003168996831	0.150018423512627	NA	NA	0
CLK2	2069	1	none	0	0	0	0	0	1	0	0	0	0	0	2	0.193429122892637	0.88084421955438	0.256987643	0.227124917801995	0.915216910564541	1	1	NA	1	0.001	0.715718601448632	1	1	NA	1	NA	NA	0
CLK3	2071	15	none	0	0	1	0	0	1	0	0	0	0	0	2	0.191428043986348	0.874798902842699	0.064331348	0.303828168952802	0.514219340384943	1	1	NA	1	0.200398825238761	0.402130186723854	1	1	NA	1	NA	NA	0
CLK4	13659	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.147686070004727	0.67466012413694	0.032997094	0.09808399670007	0.287331591328034	1	1	NA	1	0.09808399670007	0.224699262353509	1	1	NA	1	NA	NA	0
CLLU1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030265290953556	0.02564420370529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLLU1OS	24070	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024237153675765	0.059145122842308	0.005248971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLMN	19972	14	none	0	0	0	0	0	1	0	0	0	0	0	0	0.234951872297965	0.91499404584022	0.013203729	0.189735989606272	0.441707494868587	1	1	NA	1	0.189735989606272	0.345424419968066	1	1	NA	1	NA	NA	0
CLMP	24039	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.121125925051113	0.489713433332314	0.011049459	0.09808399670007	0.226867166420516	1	1	NA	1	0.09808399670007	0.177414828321896	1	1	NA	1	NA	NA	0
CLN3	2074	16	none	0	0	0	0	0	1	0	0	0	0	0	1	0.123478702509271	0.507527894574066	0.011768503	0.246502	0.276776677906286	1	0.372306013740631	NA	1	0.245502	0.216445101197368	0.370439916582379	0.291801646502933	NA	0.370439916582379	NA	NA	0
CLN5	2076	13	none	0	0	0	0	0	0	0	0	0	0	0	1	0.099722793673005	0.323530802335868	0.004449508	0.001	0.245948108948079	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CLN6	2077	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.074538861253716	0.301231221901894	0.045096836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLN8	2079	8	none	0	0	0	0	0	2	0	0	0	0	0	0	0.061547564739971	0.194765682102817	0.00841245	0.196167993400139	0.129418039537804	0.273702998636145	0.217809560581313	0.097682902317098	0.103193375771506	0.196167993400139	0.101207590453158	0.213120793594326	0.166258642074568	0.097401902598097	0.082963336746308	NA	NA	0
CLNK	17438	4	none	0	0	0	0	0	1	0	0	0	0	0	1	0.130058773862728	0.556157435186216	0.002437289	0.09908399670007	0.163484953679861	1	0.509910457075358	NA	1	0.09908399670007	0.127848623703279	1	0.427470114807497	NA	1	NA	NA	0
CLNS1A	2080	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.064816345514359	0.220368409721594	0.018063783	0.3059482	0.106154066143455	0.112105817180941	0.055676767086757	NA	0.112105817180941	0.3059482	0.083014680871023	0.082984011827806	0.038468971882404	NA	0.082984011827806	NA	NA	0
CLOCK	2082	4	none	0	0	0	0	0	1	0	0	0	0	0	2	0.236421995776075	0.918145504836267	0.083713833	0.2073729	0.450216268160718	1	1	NA	1	0.2073729	0.352078457115315	1	1	NA	1	NA	NA	0
CLP1	16999	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.11568050182291	0.447841381374667	0.076046538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLPB	30664	11	none	0	1	0	0	0	1	0	0	0	0	0	2	0.018452776234738	0.856658915129986	0.00535934	0.954962478390574	0.469148333822488	0.110431344078731	1	NA	0.110431344078731	0.953962478390574	0.366883725026743	0.063019363432835	0.355985011921192	NA	0.063019363432835	NA	NA	0
CLPP	2084	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.066896516998408	0.237148207694035	0.070435334	0.131846250009779	0.21200727838095	1	1	NA	1	0.131846250009779	0.16579408774926	1	1	NA	1	NA	NA	0
CLPS	2085	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.025327018112497	0.065699993265023	0.004315809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLPSL1	21251	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031934117417309	0.030423604113539	0.001301712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLPSL2	21250	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.023264802222184	0.053578407399861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLPTM1	2087	19	none	0	0	0	0	0	3	0	0	0	0	0	1	0.179548046432048	0.833723449064564	0.116517742	0.59384059670007	0.522937962558585	0.374909413126021	0.229978402463554	0.718807281192719	0.374909413126021	0.4957566	0.408948330047746	0.345091059804046	0.224503396705867	0.718789281210719	0.345091059804046	NA	NA	0
CLPTM1L	24308	5	none	0	0	0	0	0	3	0	0	0	0	0	0	0.146986254924596	0.670339664738318	0.017393363	0.529219093868993	0.290095275597546	0.173752371853588	0.079713767679224	0.044477955522045	0.02354951130257	0.400756577888934	0.226860520758361	0.198135546641036	0.112619846491699	0.076589923410077	0.049622996376281	NA	NA	0
CLPX	2088	15	none	0	0	0	0	0	1	0	0	0	0	0	0	0.179260525839439	0.832614047567614	0.037190002	0.268924	0.384219314771467	1	0.478916572423689	NA	1	0.268924	0.300467471091807	1	0.392858794868005	NA	1	NA	NA	0
CLRN1	12605	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.0608514202076	0.189447988657726	0.000737567	0.3059482	0.119140772113137	0.138543275336712	0.075642614404784	NA	0.138543275336712	NA	NA	NA	NA	NA	NA	NA	NA	0
CLRN2	33939	4	none	0	0	0	0	0	2	0	0	0	0	0	2	0.06170340671438	0.19596295848471	0.015066685	0.39157269670007	0.134517013401152	0.106855430522558	0.049923409293124	0.785809214190786	0.106855430522558	0.39057269670007	0.10519509374355	0.077042859817113	0.031866428261888	0.785335214664785	0.077042859817113	NA	NA	0
CLRN3	20795	10	none	0	0	0	0	0	1	0	0	0	0	0	0	0.050742445248326	0.118814808614637	0.030781576	0.2901067	0.086219353454028	0.079397499051417	0.038306084383591	NA	0.079397499051417	0.2901067	0.067425322193683	0.056937140700889	0.025036902916616	NA	0.056937140700889	NA	NA	0
CLSPN	19715	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.321396086501801	0.993924767344087	0.006506185	0.34227379670007	0.615180465074109	1	1	0.83033016966983	0.984715004613071	NA	NA	NA	NA	NA	NA	NA	NA	0
CLSTN1	17447	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.236069170755648	0.917398074381476	0.050838209	0.150703283223542	0.615535461598648	1	1	NA	1	0.150703283223542	0.481361494343099	1	1	NA	1	NA	NA	0
CLSTN2	17448	3	none	0	0	0	0	0	4	0	0	0	0	0	1	0.213772407561662	0.857631437860638	0.020368283	0.840639510840958	0.520340325811845	0.195227385624791	0.085653835836159	0.367893632106368	0.140459448485065	0.667910120021613	0.406916924248763	0.201840017047851	0.10189286948072	0.548444451555548	0.201840017047851	NA	NA	0
CLSTN3	18371	12	none	0	0	0	0	0	2	0	0	1	0	0	0	0.024226788138831	0.851340083465684	0.112335791	1.03046054274093	0.582873518323085	0.145319194980424	0.426778367055517	0.618148381851618	0.145319194980424	0.3038373	0.455819177443204	1	1	NA	1	NA	NA	0
CLTA	2090	9	none	0	0	1	0	0	1	0	0	0	0	0	0	0.070712178861246	0.268737086838064	0.30740162	0.973989501469928	0.365146115954322	0.109953819786866	0.333686473976272	NA	0.109953819786866	0.973989501469928	0.285551834126427	0.072226189557294	0.269401550951058	NA	0.072226189557294	NA	NA	0
CLTB	2091	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.065724863844408	0.227654206665232	0.044355766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLTC	2092	17	consensus	0	3	2	0	0	12	1	3	6	0	0	3	3.33E-16	0.997789054620469	0.244067524	21.9141654990867	2.60911918892708	6.14E-18	6.81E-06	0.007146992853007	6.14E-18	0.003	2.04038530686655	1	1	NA	1	NA	NA	1
CLTCL1	2093	22	none	0	0	0	0	0	4	0	0	0	0	0	0	0.357260692556272	0.995440756622014	0.004095328	0.521929243602609	0.757315819536746	1	0.446857512646328	0.094588905411095	0.175991577655361	0.521929243602609	0.592236674122886	1	0.301933464096036	0.094488905511095	0.130003211460936	NA	NA	0
CLTRN	29437	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.03841011706575	0.053748327193169	0.006462827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLU	2095	8	none	0	1	0	0	0	1	0	0	0	0	0	0	0.006369372359953	0.409208206688943	0.038360212	0.934917978390574	0.268071009333736	0.028479840104078	0.282967325975859	NA	0.028479840104078	0.934917978390574	0.209637087858128	0.015566784217663	0.204179667682016	NA	0.015566784217663	NA	NA	0
CLUAP1	19009	16	none	0	0	0	0	0	1	0	0	0	0	0	0	0.121355246993993	0.491458198049366	0.013716321	0.09808399670007	0.217317394472867	1	1	NA	1	0.09808399670007	0.16994670864051	1	1	NA	1	NA	NA	0
CLUH	29094	17	none	0	0	0	0	0	4	0	0	0	0	0	1	0.301501735376405	0.987994979764164	0.099497063	0.85507469042307	1.05861877870564	1	1	0.476207523792476	0.82950662162807	0.85507469042307	0.827861835829823	0.433009930427502	0.305119438020178	0.476672523327477	0.425851062433112	NA	NA	0
CLUL1	2096	18	none	0	0	0	0	0	0	0	0	0	0	0	0	0.108002948850216	0.387937012820125	0.004667335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLVS1	23139	8	none	0	0	0	0	0	1	0	0	0	0	0	1	0.086631649579292	0.406254833986328	0.10702731	0.11744736910497	0.203188827779664	1	1	NA	1	0.001	0.158897876524969	1	1	NA	1	NA	NA	0
CLVS2	23046	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.078342083601184	0.334062558755081	0.030848797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLYBL	18355	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.104219404609843	0.358382309475625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CMA1	2097	14	none	0	0	0	0	0	1	0	0	0	0	0	0	0.060032932923162	0.183261278606244	NA	0.09808399670007	0.095962808900195	0.405083658913847	0.362968264164926	NA	0.405083658913847	0.09808399670007	0.075044906387016	0.333773303133784	0.297175428571356	NA	0.333773303133784	NA	NA	0
CMAS	18290	12	none	0	0	0	0	0	1	2	0	0	0	0	0	0.000473869482597	0.602778307218314	0.094761051	1.10670207878952	0.280925359819081	0.022547841666082	0.215858008687846	NA	0.022547841666082	0.706325139394758	0.219689456477746	0.065873879338533	0.156201031648572	NA	0.065873879338533	NA	NA	0
CMBL	25090	5	none	0	0	0	0	0	0	0	0	0	0	0	1	0.074542162509235	0.301259526578598	NA	0.001	0.110568591316147	1	1	NA	1	0.001	0.086466931093006	1	1	NA	1	NA	NA	0
CMC1	28783	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028469758185194	0.021048894858106	0.007689726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CMC2	24447	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024932580277892	0.063289717700373	0.001658293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CMC4	35428	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.013697481370337	0.013867070407754	0.027772331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CMIP	24319	16	none	0	1	0	0	0	7	0	0	0	0	0	1	0.021199631631075	0.895689215529019	0.351894393	3.52193177939568	0.912955323391691	0.002205547915065	0.003546552108108	0.823853176146824	0.002205547915065	3.52093177939568	0.713949993384551	0.000625345603333	0.001067804284875	0.823140176859823	0.000625345603333	NA	NA	0
