transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000304623.8	CTNND2	5	306-1226	11385038	10973565	263	381,7898376	0,688860661	41,53092158	CTNND2_3
ENST00000319211.4	F2R	5	1-30	76012133	76028140	0	7,34196348	0	7,34196348	F2R_1
ENST00000319211.4	F2R	5	31-426	76028141	76029328	113	133,3212161	0,847577027	3,097420171	F2R_2
ENST00000292599.3	MAML1	5	1-106	179160114	179192329	1	18,19974611	0,054945821	16,25469193	MAML1_1
ENST00000292599.3	MAML1	5	107-1017	179192330	179201878	331	312,5137077	1,05915354	1,093529637	MAML1_2
ENST00000265272.5	JAKMIP2	5	1-469	147051369	147019318	107	168,0629845	0,636666071	22,18625411	JAKMIP2_1
ENST00000265272.5	JAKMIP2	5	470-811	147019317	146971229	31	97,33113755	0,318500336	45,20464796	JAKMIP2_2
ENST00000399503.3	MAP3K1	5	1-1326	56111401	56180649	321	346,342478	0,926828271	1,854352943	MAP3K1_1
ENST00000399503.3	MAP3K1	5	1327-1513	56180650	56189507	19	56,35966729	0,337120514	24,76495705	MAP3K1_2
ENST00000310389.5	ARL10	5	1-64	175792567	175793391	0	13,81157786	0	13,81157786	ARL10_1
ENST00000310389.5	ARL10	5	65-245	175793392	175798898	56	76,19042091	0,735000533	5,350450775	ARL10_2
ENST00000521420.1	CYFIP2	5	1-909	156712372	156786144	114	314,7108761	0,362237243	169,8978035	CYFIP2_1
ENST00000521420.1	CYFIP2	5	910-998	156786145	156809630	2	28,32771837	0,070602227	42,05266237	CYFIP2_2
ENST00000521420.1	CYFIP2	5	999-1228	156809631	156820008	56	91,23345013	0,613809956	15,80306958	CYFIP2_3
ENST00000395003.1	PHF15	5	1-620	133871548	133914494	139	253,6605565	0,547976406	51,8292769	PHF15_1
ENST00000395003.1	PHF15	5	621-791	133914495	133915007	82	73,30738721	1,118577583	1,030749014	PHF15_2
ENST00000439151.2	NSD1	5	1-1249	176562105	176639147	440	375,2103103	1,172675665	11,18760275	NSD1_1
ENST00000439151.2	NSD1	5	1250-1654	176639148	176684148	73	126,7462682	0,575953841	22,79089858	NSD1_2
ENST00000439151.2	NSD1	5	1655-2154	176684149	176719158	43	174,1126959	0,246966482	98,73225459	NSD1_3
ENST00000439151.2	NSD1	5	2155-2223	176719159	176721038	1	25,32035981	0,03949391	23,35985372	NSD1_4
ENST00000439151.2	NSD1	5	2224-2697	176721039	176722460	136	132,4159728	1,027066426	0,097006808	NSD1_5
ENST00000529310.1	PCDHA6	5	1-756	140207677	140209944	264	402,4645262	0,655958433	47,63755255	PCDHA6_1
ENST00000529310.1	PCDHA6	5	757-951	140209945	140389522	85	67,31007673	1,262812407	4,649131312	PCDHA6_2
ENST00000261937.6	FLT4	5	1-1170	180076545	180039533	350	546,2436959	0,64073966	70,50257689	FLT4_1
ENST00000261937.6	FLT4	5	1171-1364	180039532	180030192	83	78,06277482	1,063246857	0,312263977	FLT4_2
ENST00000296702.5	TCERG1	5	1-510	145826913	145851068	143	175,2594589	0,815933137	5,937897414	TCERG1_1
ENST00000296702.5	TCERG1	5	511-1099	145851069	145890205	82	191,6802286	0,427795817	62,75948561	TCERG1_2
ENST00000265085.5	CPEB4	5	1-456	173316737	173372055	110	144,1293368	0,763203401	8,081710877	CPEB4_1
ENST00000265085.5	CPEB4	5	457-730	173372056	173383140	22	101,1194448	0,217564486	61,90586346	CPEB4_2
ENST00000230658.7	ISL1	5	1-245	50679506	50685736	50	125,8019161	0,397450226	45,67442738	ISL1_1
ENST00000230658.7	ISL1	5	246-350	50685737	50689444	35	31,67956996	1,104812977	0,348024158	ISL1_2
ENST00000270349.9	SLC6A3	5	1-383	1443312	1414813	110	170,0671953	0,646803164	24,2774735	SLC6A3_1
ENST00000270349.9	SLC6A3	5	384-449	1414812	1409887	1	20,13124349	0,04967403	32,25794095	SLC6A3_2
ENST00000270349.9	SLC6A3	5	450-621	1409886	1394850	46	71,54242759	0,642975106	10,45312233	SLC6A3_3
ENST00000377255.3	ZKSCAN3	6	1-198	28327364	28331123	34	73,31789708	0,463733977	21,0848523	ZKSCAN3_1
ENST00000377255.3	ZKSCAN3	6	199-539	28331124	28334062	91	90,22583725	1,008580278	0,006642532	ZKSCAN3_2
ENST00000375537.4	EHMT2	6	1-616	31865454	31855636	168	236,6027756	0,710050842	19,89131702	EHMT2_1
ENST00000375537.4	EHMT2	6	617-1211	31855635	31847861	125	274,5679029	0,455260789	81,4755015	EHMT2_2
ENST00000376033.2	PRRC2A	6	1-113	31590567	31592086	23	51,89602018	0,443193908	16,08948007	PRRC2A_1
ENST00000376033.2	PRRC2A	6	114-2158	31592087	31605363	839	833,1677569	1,007000083	0,040826183	PRRC2A_2
ENST00000337659.6	PRPF4B	6	1-503	4021660	4041102	166	174,2618363	0,952589526	0,391697576	PRPF4B_1
ENST00000337659.6	PRPF4B	6	504-1008	4041103	4060850	29	151,4816009	0,191442392	99,03343027	PRPF4B_2
ENST00000244360.6	RNF39	6	1-178	30043566	30043033	44	92,25356886	0,476946318	31,35622023	RNF39_1
ENST00000244360.6	RNF39	6	179-222	30043032	30040950	22	12,87995124	1,708081001	0	RNF39_2
ENST00000244360.6	RNF39	6	223-421	30040949	30038888	26	74,75163792	0,347818466	42,58739737	RNF39_3
ENST00000373451.4	CMTR1	6	1-81	37403406	37411884	30	24,04501325	1,247659949	1,474811713	CMTR1_1
ENST00000373451.4	CMTR1	6	82-836	37411885	37447921	152	288,6674579	0,526557448	64,70418999	CMTR1_2
ENST00000230449.4	EXOC2	6	1-23	637818	637750	1	10,43350066	0,095845108	14,17695763	EXOC2_1
ENST00000230449.4	EXOC2	6	24-405	637749	576860	82	117,2415376	0,69941082	11,85028991	EXOC2_2
ENST00000230449.4	EXOC2	6	406-925	576859	486671	167	170,6924116	0,978368039	0,080456359	EXOC2_3
ENST00000244519.2	BTN3A3	6	1-133	26443803	26444498	1	44,0159524	0,022719036	42,03867143	BTN3A3_1
ENST00000244519.2	BTN3A3	6	134-585	26444499	26452639	183	148,1919988	1,234884485	8,17585943	BTN3A3_2
ENST00000357641.6	BRPF3	6	1-827	36168100	36179336	222	320,2696661	0,693165865	33,81956348	BRPF3_1
ENST00000357641.6	BRPF3	6	828-1075	36179337	36193087	89	83,03083252	1,071890975	0	BRPF3_2
ENST00000357641.6	BRPF3	6	1076-1206	36193088	36198386	25	54,2532869	0,460801574	19,76718611	BRPF3_3
ENST00000418967.2	CYP21A2	6	1-98	32006200	32006872	0	19,06105351	0	19,06105351	CYP21A2_1
ENST00000418967.2	CYP21A2	6	99-311	32006873	32007976	45	61,51996106	0,731469904	4,436106734	CYP21A2_2
ENST00000418967.2	CYP21A2	6	312-443	32007977	32008752	0	54,13932219	0	54,13932219	CYP21A2_3
ENST00000418967.2	CYP21A2	6	444-496	32008753	32008911	16	11,06470344	1,44603966	2,201337997	CYP21A2_4
ENST00000346618.3	E2F3	6	1-173	20402464	20481450	52	85,42180965	0,608743835	15,22241518	E2F3_1
ENST00000346618.3	E2F3	6	174-244	20481451	20482999	0	25,28405388	0	50,56810777	E2F3_2
ENST00000346618.3	E2F3	6	245-466	20483000	20490661	56	62,56721184	0,895037486	0,714779786	E2F3_3
ENST00000374656.4	RING1	6	1-159	33176600	33178956	14	72,36025449	0,193476379	47,06892379	RING1_1
ENST00000374656.4	RING1	6	160-407	33178957	33180176	60	90,81737705	0,660666515	10,45736795	RING1_2
ENST00000538621.1	PACSIN1	6	1-81	34494083	34496441	8	34,8642766	0,229461236	30,17621448	PACSIN1_1
ENST00000538621.1	PACSIN1	6	82-390	34496442	34499509	80	110,2743387	0,72546343	9,197539104	PACSIN1_2
ENST00000538621.1	PACSIN1	6	391-445	34499510	34500307	3	18,81190701	0,159473465	20,60854762	PACSIN1_3
ENST00000397588.3	CDYL	6	1-269	4777018	4935864	91	99,29492258	0,916461765	0,692943192	CDYL_1
ENST00000397588.3	CDYL	6	270-326	4935865	4937828	0	18,1738733	0	18,1738733	CDYL_2
ENST00000397588.3	CDYL	6	327-545	4937829	4954290	40	86,3038069	0,463478975	24,84296592	CDYL_3
ENST00000374685.4	RXRB	6	1-176	33168253	33166197	38	51,5139807	0,737663824	3,903663246	RXRB_1
ENST00000374685.4	RXRB	6	177-263	33166196	33165570	6	40,26214178	0,149023369	45,68045777	RXRB_2
ENST00000374685.4	RXRB	6	264-538	33165569	33162459	43	103,0362748	0,417328752	44,91878425	RXRB_3
ENST00000374975.3	HLA-DRB5	6	1-105	32498001	32489737	46	34,23724169	1,343566179	4,041285927	HLA-DRB5_1
ENST00000374975.3	HLA-DRB5	6	106-267	32489736	32485516	8	34,4354906	0,232318456	20,29403824	HLA-DRB5_2
ENST00000434837.3	MDGA1	6	1-647	37664587	37615054	149	270,9778064	0,549860529	54,90702524	MDGA1_1
ENST00000434837.3	MDGA1	6	648-956	37615053	37605144	102	115,2992762	0,884654296	1,534014386	MDGA1_2
ENST00000230582.3	PRSS16	6	1-163	27215517	27218483	48	54,7150848	0,877271783	0,860079954	PRSS16_1
ENST00000230582.3	PRSS16	6	164-345	27218484	27220613	45	105,0777551	0,428254296	43,83208025	PRSS16_2
ENST00000230582.3	PRSS16	6	346-515	27220614	27223094	54	53,56458178	1,008128846	0	PRSS16_3
ENST00000375964.6	BAG6	6	1-631	31619540	31610666	183	236,8308653	0,772703337	13,2849395	BAG6_1
ENST00000375964.6	BAG6	6	632-932	31610665	31608617	46	101,6512785	0,452527511	38,35513866	BAG6_2
ENST00000375964.6	BAG6	6	933-1133	31608616	31606908	77	79,16491616	0,972653086	0,059750959	BAG6_3
ENST00000341776.2	JARID2	6	1-120	15246771	15452273	17	39,82882038	0,4268266	13,08487259	JARID2_1
ENST00000341776.2	JARID2	6	121-565	15452274	15497151	210	199,6441971	1,051871295	0,537168905	JARID2_2
ENST00000341776.2	JARID2	6	566-1184	15497152	15517493	94	260,002215	0,361535382	105,9865409	JARID2_3
ENST00000341776.2	JARID2	6	1185-1247	15517494	15520482	31	26,07864682	1,188711984	0,928718323	JARID2_4
ENST00000259915.8	POU5F1	6	1-147	31138397	31133789	40	50,7389206	0,788349447	2,272898482	POU5F1_1
ENST00000259915.8	POU5F1	6	148-361	31133788	31132378	11	55,53922159	0,198058231	35,71786213	POU5F1_2
ENST00000396634.1	HLA-A	6	1-196	29910331	29911289	122	109,8042504	1,111068101	1,354558753	HLA-A_1
ENST00000396634.1	HLA-A	6	197-366	29911290	29913232	31	59,76519201	0,518696568	13,84478563	HLA-A_2
ENST00000374516.3	PHF1	6	1-133	33380041	33381034	41	47,56211998	0,862030541	0,950144483	PHF1_1
ENST00000374516.3	PHF1	6	134-381	33381035	33382825	36	90,89777474	0,396049299	43,10795556	PHF1_2
ENST00000374516.3	PHF1	6	382-568	33382826	33383875	70	71,13424591	0,984054854	0,018182616	PHF1_3
ENST00000451343.1	TNXB	6	1-234	32012996	32011641	0	40,49105635	0	40,49105635	TNXB_1
ENST00000451343.1	TNXB	6	235-497	32011640	32010238	43	52,23283332	0,823236981	1,632023493	TNXB_2
ENST00000451343.1	TNXB	6	498-674	32010237	32009126	2	16,11446341	0,124112107	12,36268762	TNXB_3
ENST00000375023.3	NOTCH4	6	1-1239	32191705	32169891	381	388,8875664	0,979717618	0,159978637	NOTCH4_1
ENST00000375023.3	NOTCH4	6	1240-2004	32169890	32163214	220	348,5425669	0,631199804	47,40652381	NOTCH4_2
ENST00000360359.3	ANKS1A	6	1-270	34857180	34950891	33	82,61826576	0,399427411	29,79937033	ANKS1A_1
ENST00000360359.3	ANKS1A	6	271-1135	34950892	35056386	279	334,3517706	0,834450494	9,163458306	ANKS1A_2
ENST00000229795.3	MAPK14	6	1-158	35995935	36041852	23	57,87978719	0,397375338	27,30736997	MAPK14_1
ENST00000229795.3	MAPK14	6	159-227	36041853	36044384	0	22,21632466	0	44,43264933	MAPK14_2
ENST00000229795.3	MAPK14	6	228-361	36044385	36076224	26	44,79684631	0,580398	9,303550013	MAPK14_3
ENST00000377294.2	ZKSCAN4	6	1-142	28219758	28217610	30	72,33021951	0,414764399	24,77315147	ZKSCAN4_1
ENST00000377294.2	ZKSCAN4	6	143-546	28217609	28212894	109	109,6533248	0,994041906	0,00389257	ZKSCAN4_2
ENST00000274938.7	SCUBE3	6	1-435	35182196	35209429	94	175,8158073	0,534650447	38,07294933	SCUBE3_1
ENST00000274938.7	SCUBE3	6	436-994	35209430	35216482	186	221,9505771	0,838024403	5,823116181	SCUBE3_2
ENST00000379348.2	PHACTR1	6	1-70	12718977	12749982	10	29,76480774	0,33596723	13,12448004	PHACTR1_1
ENST00000379348.2	PHACTR1	6	71-170	12749983	12934124	39	30,92060382	1,261294903	2,111105045	PHACTR1_2
ENST00000374542.5	DAXX	6	1-377	33289702	33288277	105	168,6248926	0,622683866	24,00669851	DAXX_1
ENST00000374542.5	DAXX	6	378-741	33288276	33286520	115	109,2752473	1,052388376	0,299910494	DAXX_2
ENST00000293760.5	LEMD2	6	1-207	33756893	33756273	27	96,41358717	0,280043517	49,97476212	LEMD2_1
ENST00000293760.5	LEMD2	6	208-504	33756272	33740405	70	106,9734947	0,654367703	12,77923388	LEMD2_2
ENST00000429299.2	LTB	6	1-110	31550194	31548891	39	37,4245356	1,042097099	0,066322481	LTB_1
ENST00000429299.2	LTB	6	111-245	31548890	31548486	17	70,42063584	0,241406511	40,52454652	LTB_2
ENST00000378454.3	DCDC2	6	1-107	24357978	24353824	26	59,23225823	0,438950004	18,64495834	DCDC2_1
ENST00000378454.3	DCDC2	6	108-477	24353823	24174958	123	115,0359111	1,069231328	0,551364446	DCDC2_2
ENST00000356386.2	BTN3A2	6	1-148	26368411	26370560	0	44,20089229	0	44,20089229	BTN3A2_1
ENST00000356386.2	BTN3A2	6	149-335	26370561	26374595	71	64,01503539	1,109114438	0,762160487	BTN3A2_2
ENST00000445902.2	VPS52	6	1-660	33239452	33219340	171	259,7457595	0,65833606	30,32122582	VPS52_1
ENST00000445902.2	VPS52	6	661-724	33219339	33218618	4	26,73379906	0,149623329	19,33229237	VPS52_2
ENST00000377034.4	GABBR1	6	1-164	29600162	29596868	44	67,56726405	0,651202925	9,388338544	GABBR1_1
ENST00000377034.4	GABBR1	6	165-481	29596867	29581143	24	115,8171069	0,207223273	108,0842081	GABBR1_2
ENST00000377034.4	GABBR1	6	482-962	29581142	29571320	87	173,4274729	0,501650624	52,82080746	GABBR1_3
ENST00000379938.2	RREB1	6	1-253	7182145	7226751	62	89,77691422	0,690600702	9,649837259	RREB1_1
ENST00000379938.2	RREB1	6	254-848	7226752	7230876	254	300,2610466	0,845930576	7,524557019	RREB1_2
ENST00000379938.2	RREB1	6	849-1743	7230877	7249201	417	340,282378	1,225452821	0	RREB1_3
ENST00000287218.4	ZFAND3	6	1-136	37787722	38084394	35	38,61009124	0,906498764	0,337547993	ZFAND3_1
ENST00000287218.4	ZFAND3	6	137-228	38084395	38120165	12	54,40819014	0,22055503	33,0548505	ZFAND3_2
ENST00000293604.6	C6orf136	6	1-213	30615009	30617358	33	76,88682444	0,429202275	31,94906908	C6orf136_1
ENST00000293604.6	C6orf136	6	214-350	30617359	30618803	50	43,43481495	1,151150294	0	C6orf136_2
ENST00000293604.6	C6orf136	6	351-497	30618804	30620692	32	65,09069963	0,491621694	20,73846976	C6orf136_3
ENST00000376389.3	FLOT1	6	1-322	30709966	30698328	55	132,94132	0,413716368	45,69572021	FLOT1_1
ENST00000376389.3	FLOT1	6	323-428	30698327	30695893	34	33,53264035	1,013937454	0,006513804	FLOT1_2
ENST00000376630.4	HLA-E	6	1-18	30457309	30457362	9	5,444178766	1,653141895	0	HLA-E_1
ENST00000376630.4	HLA-E	6	19-111	30457363	30457771	13	65,60854212	0,19814493	63,12941406	HLA-E_2
ENST00000376630.4	HLA-E	6	112-359	30457772	30460358	61	97,71760014	0,624247832	15,94784583	HLA-E_3
ENST00000374023.3	C6orf106	6	1-219	34664380	34574536	15	76,29910141	0,196594714	49,24802212	C6orf106_1
ENST00000374023.3	C6orf106	6	220-299	34574535	34558342	29	24,79629193	1,169529706	0,712653393	C6orf106_2
ENST00000011619.3	RANBP9	6	1-558	13711737	13634784	90	175,8249211	0,51187283	41,89347581	RANBP9_1
ENST00000011619.3	RANBP9	6	559-730	13634783	13622594	64	51,92765559	1,23248391	2,806625829	RANBP9_2
ENST00000376656.4	TRIM39	6	1-89	30297095	30297361	6	33,53195236	0,17893381	22,60555522	TRIM39_1
ENST00000376656.4	TRIM39	6	90-298	30297362	30308282	55	76,26588426	0,721161244	5,929752705	TRIM39_2
ENST00000376656.4	TRIM39	6	299-322	30308283	30308354	7	6,128461401	1,142211649	0,123942941	TRIM39_3
ENST00000376656.4	TRIM39	6	323-519	30308355	30310036	16	81,2802253	0,196849848	52,42982287	TRIM39_4
ENST00000374316.5	ITPR3	6	1-658	33589380	33636379	149	268,2399593	0,555472795	63,27509655	ITPR3_1
ENST00000374316.5	ITPR3	6	659-2083	33636380	33655326	461	598,3369601	0,770468867	34,25685992	ITPR3_2
ENST00000374316.5	ITPR3	6	2084-2672	33655327	33663557	153	260,7438217	0,586782839	52,35889717	ITPR3_3
ENST00000289361.6	BTN3A1	6	1-48	26405792	26406195	12	15,16690064	0,791196585	0,661259668	BTN3A1_1
ENST00000289361.6	BTN3A1	6	49-152	26406196	26407921	1	34,54008192	0,028951871	32,56903379	BTN3A1_2
ENST00000289361.6	BTN3A1	6	153-514	26407922	26413920	128	109,6678287	1,167160885	3,064421981	BTN3A1_3
ENST00000376511.2	PPP1R10	6	1-509	30577721	30571602	93	181,6383437	0,51200643	52,76492184	PPP1R10_1
ENST00000376511.2	PPP1R10	6	510-897	30571601	30569735	125	157,1543607	0,795396319	7,080027863	PPP1R10_2
ENST00000376511.2	PPP1R10	6	898-941	30569734	30569326	4	17,91315753	0,223299549	15,83238594	PPP1R10_3
ENST00000326195.8	ABCF1	6	1-205	30539265	30548233	77	66,68058577	1,154758902	1,597021214	ABCF1_1
ENST00000326195.8	ABCF1	6	206-846	30548234	30558478	137	237,6625586	0,576447551	42,63587319	ABCF1_2
ENST00000368455.4	HSF2	6	1-74	122720883	122733801	4	27,38507715	0,146064953	19,96933696	HSF2_1
ENST00000368455.4	HSF2	6	75-537	122733802	122753365	103	124,3394082	0,828377756	3,662317115	HSF2_2
ENST00000369622.3	SYNCRIP	6	1-228	86351157	86333813	35	63,31579584	0,552784649	15,13651737	SYNCRIP_1
ENST00000369622.3	SYNCRIP	6	229-345	86333812	86329109	2	38,79393705	0,051554448	61,72740693	SYNCRIP_2
ENST00000369622.3	SYNCRIP	6	346-624	86329108	86324474	53	103,1821015	0,513654977	29,74663316	SYNCRIP_3
ENST00000439399.2	SNAP91	6	1-126	84417646	84371295	22	46,7789897	0,470296604	13,12551499	SNAP91_1
ENST00000439399.2	SNAP91	6	127-908	84371294	84265872	173	166,6651971	1,038009153	0,240780493	SNAP91_2
ENST00000367858.5	SGK1	6	1-238	134638598	134494281	84	68,49572824	1,226353849	3,509451595	SGK1_1
ENST00000367858.5	SGK1	6	239-527	134494280	134491406	60	104,2302668	0,575648531	18,76917867	SGK1_2
ENST00000368911.3	CDK19	6	1-376	111136339	110942556	31	125,985824	0,24605943	71,61366635	CDK19_1
ENST00000368911.3	CDK19	6	377-503	110942555	110935738	35	47,84110029	0,731588525	3,446698668	CDK19_2
ENST00000373060.1	FOXP4	6	1-289	41533499	41555245	110	95,93209116	1,146644451	2,062980769	FOXP4_1
ENST00000373060.1	FOXP4	6	290-582	41555246	41565539	51	126,646564	0,402695489	45,18403395	FOXP4_2
ENST00000373060.1	FOXP4	6	583-681	41565540	41566674	36	27,16577892	1,325196679	2,872859352	FOXP4_3
ENST00000485511.1	PPP2R5D	6	1-524	42952416	42978636	67	196,4595136	0,341037188	85,30900521	PPP2R5D_1
ENST00000485511.1	PPP2R5D	6	525-603	42978637	42979024	27	28,16739893	0,958554962	0,048382893	PPP2R5D_2
ENST00000398212.2	TBC1D32	6	1-55	121655576	121642931	8	22,15414539	0,361106234	9,042995256	TBC1D32_1
ENST00000398212.2	TBC1D32	6	56-1258	121642930	121401917	398	323,441312	1,230516898	17,18703748	TBC1D32_2
ENST00000275034.4	PHIP	6	1-662	79787785	79708002	60	214,4008562	0,279849629	111,1918339	PHIP_1
ENST00000275034.4	PHIP	6	663-1500	79708001	79655848	156	253,1577365	0,616216601	37,2875263	PHIP_2
ENST00000275034.4	PHIP	6	1501-1822	79655847	79650410	89	88,29275654	1,008010209	0,005665168	PHIP_3
ENST00000357338.3	DLK2	6	1-79	43422563	43420777	5	25,69717188	0,194573941	16,67004159	DLK2_1
ENST00000357338.3	DLK2	6	80-384	43420776	43418277	108	127,7456139	0,845430201	3,052075575	DLK2_2
ENST00000368068.3	MED23	6	1-216	131949189	131940986	61	59,52486513	1,024781826	0,036556536	MED23_1
ENST00000368068.3	MED23	6	217-1136	131940985	131913591	101	272,8832068	0,370121713	108,2654999	MED23_2
ENST00000368068.3	MED23	6	1137-1369	131913590	131908819	57	74,38081545	0,766326635	4,061433637	MED23_3
ENST00000368761.5	TRAF3IP2	6	1-413	111913289	111894149	128	132,557115	0,965621499	0,156666784	TRAF3IP2_1
ENST00000368761.5	TRAF3IP2	6	414-566	111894148	111880608	22	54,59161026	0,402992326	19,45744143	TRAF3IP2_2
ENST00000368986.4	NR2E1	6	1-5	108487970	108487984	4	1,009832319	3,961053659	0	NR2E1_1
ENST00000368986.4	NR2E1	6	6-71	108487985	108496081	2	32,74042851	0,061086555	50,2990031	NR2E1_2
ENST00000368986.4	NR2E1	6	72-386	108496082	108508667	63	126,7184922	0,497165006	39,38398825	NR2E1_3
ENST00000306270.7	IBTK	6	1-320	82950203	82933321	50	89,13362198	0,560955551	17,18139952	IBTK_1
ENST00000306270.7	IBTK	6	321-1354	82933320	82881142	271	269,4882174	1,005609828	0,00848084	IBTK_2
ENST00000435041.2	UBE2J1	6	1-79	90062288	90052043	14	32,08932492	0,43628216	10,19727516	UBE2J1_1
ENST00000435041.2	UBE2J1	6	80-319	90048262	90039398	86	71,92034978	1,195767266	2,756334626	UBE2J1_2
ENST00000370598.1	BAI3	6	1-904	69348568	69949016	261	275,9039572	0,945981358	0,819992892	BAI3_1
ENST00000370598.1	BAI3	6	905-1143	69949017	70049366	34	80,50804532	0,422318041	34,40032206	BAI3_2
ENST00000370598.1	BAI3	6	1144-1523	70049367	70098783	119	111,7767359	1,064622249	0	BAI3_3
ENST00000341376.6	NFYA	6	1-47	41046829	41048615	16	13,93886193	1,147869897	0	NFYA_1
ENST00000341376.6	NFYA	6	48-322	41048616	41062212	25	86,39382867	0,289372521	60,78563629	NFYA_2
ENST00000341376.6	NFYA	6	323-348	41062213	41065149	12	8,664368958	1,384982572	0	NFYA_3
ENST00000372165.4	RSPH9	6	1-82	43612836	43618130	24	51,25411828	0,468255055	14,49223961	RSPH9_1
ENST00000372165.4	RSPH9	6	83-307	43618131	43638724	78	65,93727161	1,182942486	2,206785519	RSPH9_2
ENST00000372922.4	TRERF1	6	1-604	42237328	42231130	213	206,5843397	1,031055889	0,199244032	TRERF1_1
ENST00000372922.4	TRERF1	6	605-1201	42231129	42196083	149	241,7211505	0,616412754	35,5666508	TRERF1_2
ENST00000369037.4	PDSS2	6	1-70	107780489	107780280	15	41,79698539	0,358877557	17,18014874	PDSS2_1
ENST00000369037.4	PDSS2	6	71-400	107780279	107475823	103	95,43209492	1,079301466	0,600145971	PDSS2_2
ENST00000370435.4	OGFRL1	6	1-79	71998640	72002998	9	29,00038622	0,310340695	13,79345247	OGFRL1_1
ENST00000370435.4	OGFRL1	6	80-452	72002999	72011752	91	103,6288918	0,878133486	1,539039027	OGFRL1_2
ENST00000440869.2	PHACTR2	6	1-567	143999301	144104411	195	169,4728499	1,150626782	3,845072484	PHACTR2_1
ENST00000440869.2	PHACTR2	6	568-646	144104412	144144826	12	29,219976	0,410677955	10,14811146	PHACTR2_2
ENST00000342056.2	KCNQ5	6	1-378	73331918	73830214	22	136,9217358	0,160675731	96,45660191	KCNQ5_1
ENST00000342056.2	KCNQ5	6	379-652	73830215	73904237	43	100,3657771	0,428432891	32,78839139	KCNQ5_2
ENST00000342056.2	KCNQ5	6	653-952	73904238	73905137	93	91,84219244	1,012606489	0,014595888	KCNQ5_3
ENST00000265354.4	SRF	6	1-230	43139395	43141761	6	93,94498677	0,063867165	82,32818976	SRF_1
